uf;cod;municipio;qtd_2004;vlr_2004;qtd_2005;vlr_2005;qtd_2006;vlr_2006;qtd_2007;vlr_2007;qtd_2008;vlr_2008;qtd_2009;vlr_2009;qtd_2010;vlr_2010
RJ;330060;BOM JESUS DO ITABAPOANA;1098;655995;1849;1151179;1950;1343841.00;1920;1396528;1656;1575493.00;2041;1661093.00;2064;2131776.00
ES;320110;BOM JESUS DO NORTE;105;60008;300;94674;651;319659.00;667;442500;650;551424.00;671;593810.00;676;590610.00
SC;420257;BOM JESUS DO OESTE;115;50201;139;75238;164;86661.00;150;96915;124;105324.00;139;129823.00;117;122554.00
SP;350710;BOM JESUS DOS PERDÕES;234;72487;266;174031;453;290229.00;427;315452;363;364138.00;861;581549.00;923;832158.00
PR;410315;BOM JESUS DO SUL;317;186102;395;274597;379;288091.00;311;290273;351;346682.00;378;403755.00;375;434771.00
PA;150157;BOM JESUS DO TOCANTINS;784;576056;1015;761943;1261;885400.00;1425;1107302;1310;1380386.00;1490;1702141.00;1566;1833285.00
TO;170330;BOM JESUS DO TOCANTINS;30;23980;31;27270;221;103920.00;279;256400;290;335948.00;396;417918.00;403;539979.00
MA;210207;BOM LUGAR;910;787679;1457;991986;1639;1443377.00;1819;1633737;1732;1986234.00;1890;2283065.00;2130;2685913.00
RS;430235;BOM PRINCÍPIO;120;31704;105;63998;90;52492.00;60;35890;46;33958.00;58;38690.00;74;54799.00
PI;220191;BOM PRINCÍPIO DO PIAUÍ;235;123300;400;258762;744;565110.00;756;737971;730;823032.00;805;929817.00;808;1061710.00
RS;430237;BOM PROGRESSO;177;87406;211;156556;233;177180.00;210;189275;189;191290.00;178;189897.00;195;211765.00
MG;310790;BOM REPOUSO;314;153775;355;259443;572;357391.00;636;477546;714;618414.00;909;775869.00;974;949730.00
SC;420260;BOM RETIRO;231;192434;344;225249;352;276924.00;359;307887;306;300098.00;378;352175.00;371;471611.00
RS;430240;BOM RETIRO DO SUL;175;87261;362;161325;380;187060.00;238;164970;187;144046.00;200;146205.00;209;177226.00
PR;410320;BOM SUCESSO;253;80106;453;183421;464;236016.00;448;304220;377;304327.00;425;313168.00;429;354111.00
PB;250230;BOM SUCESSO;693;392451;826;595357;1001;732478.00;879;796725;880;875524.00;852;927035.00;956;1043109.00
MG;310800;BOM SUCESSO;851;377318;1276;767986;1269;931448.00;982;578360;855;572208.00;1103;685538.00;1190;1008801.00
SP;350715;BOM SUCESSO DE ITARARÉ;208;104361;264;162453;332;225553.00;287;240893;239;230300.00;333;297235.00;373;433611.00
PR;410322;BOM SUCESSO DO SUL;113;39725;138;91356;184;107191.00;194;125009;177;144876.00;203;180298.00;197;199241.00
MG;310810;BONFIM;595;250747;642;410658;693;434214.00;767;553328;710;663194.00;719;749219.00;784;843825.00
RR;140015;BONFIM;271;253700;501;364931;1043;787046.00;1046;1006761;1130;1321976.00;1296;1574837.00;1569;1919602.00
PI;220192;BONFIM DO PIAUÍ;352;218541;686;396229;885;698997.00;911;832927;929;1002838.00;925;1092867.00;974;1184486.00
GO;520355;BONFINÓPOLIS;241;88450;364;211031;379;265076.00;383;297884;380;355000.00;653;510796.00;636;688876.00
MG;310820;BONFINÓPOLIS DE MINAS;477;77007;624;382161;552;400058.00;612;419535;575;527166.00;613;638434.00;606;686215.00
BA;290400;BONINAL;1383;1023367;1639;1324125;1911;1571860.00;1842;1732070;1717;1877390.00;1736;2031029.00;1939;2390896.00
PE;260230;BONITO;2408;1377552;2535;1986313;4226;2952379.00;5690;4206768;5549;5922770.00;5987;6473035.00;6629;7605994.00
MS;500220;BONITO;272;219750;503;280298;955;579741.00;974;781309;946;985372.00;1031;1116648.00;1066;1231076.00
BA;290405;BONITO;1054;905183;1359;933782;1632;1220097.00;1514;1305309;1466;1481176.00;1811;1969054.00;2073;2639575.00
PA;150160;BONITO;390;205029;617;475095;1107;800577.00;1184;1060103;1141;1276532.00;1233;1424341.00;1369;1775068.00
MG;310825;BONITO DE MINAS;725;502337;965;745935;1067;916367.00;1002;976769;905;1083073.00;1154;1288442.00;1253;1611754.00
PB;250240;BONITO DE SANTA FÉ;764;610341;1115;736371;1354;1065051.00;1307;1215598;1313;1437616.00;1270;1538003.00;1290;1642323.00
GO;520357;BONÓPOLIS;92;22053;110;56058;261;118070.00;260;182386;236;225370.00;409;359818.00;476;561768.00
PB;250250;BOQUEIRÃO;1476;1051911;1915;1377542;2326;1748271.00;2286;1978264;2194;2260366.00;2034;2368374.00;2144;2612944.00
RS;430245;BOQUEIRÃO DO LEÃO;255;133743;409;201793;340;191004.00;340;214334;360;262560.00;359;327846.00;385;411668.00
PI;220194;BOQUEIRÃO DO PIAUÍ;266;179963;358;240711;900;592570.00;943;816839;922;978730.00;1124;1157865.00;1178;1399377.00
SE;280067;BOQUIM;1534;1264242;1732;1353163;2913;1895372.00;2798;2581241;2760;2903611.00;3131;3452871.00;3293;4067594.00
BA;290410;BOQUIRA;1937;1484359;2601;1821073;2895;2400883.00;2643;2482708;2570;2814186.00;3254;3365237.00;3482;4214501.00
SP;350720;BORÁ;23;6538;34;13400;34;19333.00;35;26322;38;31696.00;32;37183.00;38;31983.00
SP;350730;BORACÉIA;86;34539;95;51315;131;68607.00;77;53415;65;50604.00;112;63648.00;149;98433.00
AM;130080;BORBA;1028;344451;1472;1043889;2906;2281737.00;3024;3068205;2961;3718430.00;3593;4218014.00;3412;4818932.00
SP;350740;BORBOREMA;468;147691;620;318035;813;450105.00;762;538419;682;607770.00;740;747813.00;631;774646.00
PB;250270;BORBOREMA;409;310339;419;353786;635;427557.00;696;588329;677;718588.00;691;794989.00;663;825342.00
MG;310830;BORDA DA MATA;415;200279;459;318263;654;383889.00;690;468464;662;561020.00;677;633145.00;669;652021.00
SP;350745;BOREBI;56;23410;66;42735;82;56850.00;74;60222;64;73834.00;190;138719.00;184;186974.00
PR;410330;BORRAZÓPOLIS;446;83159;642;291489;674;379877.00;626;422972;575;487711.00;518;506814.00;450;446199.00
RS;430250;BOSSOROCA;558;351741;728;444035;732;504791.00;703;522194;701;589970.00;800;696297.00;740;777892.00
MG;310840;BOTELHOS;517;165025;746;327361;862;438344.00;790;495024;656;487568.00;877;554480.00;1042;827671.00
SP;350750;BOTUCATU;276;166586;1202;499362;2027;981481.00;1924;1300461;1772;1488506.00;2359;1716290.00;3430;2662697.00
MG;310850;BOTUMIRIM;611;522298;772;584814;882;723457.00;886;828751;893;980986.00;855;1086998.00;951;1213582.00
BA;290420;BOTUPORÃ;1447;1145412;1684;1325462;1594;1405304.00;1603;1457451;1550;1704648.00;1606;1879376.00;1682;2019523.00
SC;420270;BOTUVERÁ;103;39480;116;60091;21;23271.00;18;11200;21;15340.00;17;17146.00;19;15506.00
RS;430258;BOZANO;19;12738;39;19731;45;28239.00;46;34694;37;34042.00;52;43726.00;37;36522.00
SC;420280;BRAÇO DO NORTE;381;187759;490;243373;463;284483.00;386;274169;411;299841.00;716;457495.00;693;590272.00
SC;420285;BRAÇO DO TROMBUDO;85;34290;100;51143;59;47775.00;48;30666;32;27430.00;35;28452.00;34;31147.00
RS;430260;BRAGA;129;68678;260;160148;317;229922.00;343;300809;321;345412.00;338;377067.00;346;401028.00
PA;150170;BRAGANÇA;5409;3814306;9480;6324530;10443;9358340.00;10221;10362712;9979;12072059.00;13284;14585611.00;13858;18724864.00
SP;350760;BRAGANÇA PAULISTA;821;421182;1086;627245;2462;918450.00;3175;1920993;3219;2609475.00;4249;3332476.00;4743;4145627.00
PR;410335;BRAGANEY;247;106295;350;195347;314;205309.00;425;239844;434;406026.00;446;431985.00;425;431070.00
AL;270110;BRANQUINHA;1069;721555;1139;905824;1531;1044432.00;1520;1232996;1539;1479786.00;1721;1754018.00;1689;1917057.00
MS;500230;BRASILÂNDIA;37;22980;308;87277;607;257695.00;585;334345;512;393490.00;663;482994.00;663;559081.00
MG;310855;BRASILÂNDIA DE MINAS;669;327124;922;581806;1115;772114.00;1113;927184;997;1052640.00;1105;1128615.00;1185;1468565.00
PR;410337;BRASILÂNDIA DO SUL;265;73788;389;209550;322;203000.00;244;182789;243;218692.00;243;230744.00;239;255129.00
TO;170360;BRASILÂNDIA DO TOCANTINS;101;30609;122;80789;205;128583.00;227;168345;222;214700.00;192;217170.00;219;245249.00
AC;120010;BRASILÉIA;1113;725495;1314;967617;1837;1426019.00;2102;1703726;2033;2302548.00;2107;2488984.00;2000;2572886.00
PI;220196;BRASILEIRA;744;440372;1001;684133;1284;969153.00;1252;1105882;1242;1299356.00;1214;1385946.00;1295;1539567.00
DF;530010;BRASÍLIA;41943;14316545;54159;24250048;85725;46467670.00;78294;59543149;76414;65316680.00;76327;74411196.00;98552;74719218.00
MG;310860;BRASÍLIA DE MINAS;2179;1781085;2648;2009692;2983;2496210.00;2695;2643151;2547;2907274.00;3560;3502091.00;3708;4548236.00
PA;150172;BRASIL NOVO;955;588328;1195;808689;1417;1026397.00;1260;1118954;1211;1310614.00;1619;1659755.00;1686;2099090.00
MT;510190;BRASNORTE;147;48484;334;145620;471;238569.00;460;295569;410;357486.00;591;497187.00;727;706573.00
MG;310890;BRASÓPOLIS;756;293852;960;589638;1191;751297.00;1125;859358;1180;1009416.00;1281;1162916.00;1210;1234860.00
MG;310870;BRÁS PIRES;288;130770;465;299690;526;399642.00;546;465123;554;575122.00;572;600283.00;578;651825.00
SP;350770;BRAÚNA;105;30398;209;73597;269;125480.00;199;131332;107;119470.00;129;111236.00;184;156680.00
MG;310880;BRAÚNAS;435;224568;479;338545;549;355727.00;561;407896;512;497400.00;511;550983.00;499;568601.00
GO;520360;BRAZABRANTES;74;33739;133;54040;222;107069.00;225;158179;234;204110.00;252;255006.00;280;334004.00
PE;260240;BREJÃO;826;458979;1243;854621;1385;1154389.00;1441;1263019;1580;1587582.00;1457;1770532.00;1527;1918353.00
ES;320115;BREJETUBA;535;196790;1038;604508;1102;816529.00;1066;911421;945;1023846.00;1158;1104061.00;1217;1238803.00
RN;240180;BREJINHO;992;616708;1308;850522;1553;1005517.00;1390;1160931;1243;1366481.00;1402;1601445.00;1493;1751332.00
PE;260250;BREJINHO;708;550527;1119;655956;1437;1046141.00;1257;1184362;1249;1325990.00;1215;1427575.00;1289;1582928.00
TO;170370;BREJINHO DE NAZARÉ;481;328659;556;396147;607;399313.00;653;513065;662;641866.00;608;668288.00;548;649417.00
MA;210210;BREJO;2508;1355600;3670;2466603;4997;3762156.00;4990;4582897;5001;5355456.00;5008;6119098.00;4971;6379646.00
SP;350775;BREJO ALEGRE;126;18665;174;92690;217;117948.00;207;140259;166;150706.00;172;161943.00;183;196321.00
PE;260260;BREJO DA MADRE DE DEUS;2596;1748122;2728;2097468;3810;2544784.00;3759;2931703;4784;4416328.00;6070;5904152.00;6430;7598845.00
MA;210215;BREJO DE AREIA;798;648877;781;716170;1008;811195.00;1204;959920;1202;1296552.00;1185;1478888.00;1123;1531648.00
PB;250280;BREJO DO CRUZ;1091;760316;1271;900486;1560;1113298.00;1575;1318225;1572;1560984.00;1791;1785852.00;1906;2206981.00
PI;220198;BREJO DO PIAUÍ;459;383587;589;407379;714;539207.00;733;616691;709;712078.00;801;802710.00;807;958007.00
PB;250290;BREJO DOS SANTOS;756;696630;824;677655;1028;770234.00;1030;909818;1045;1071608.00;920;1046674.00;982;1178642.00
BA;290430;BREJÕES;1131;861705;1538;1056760;1974;1494780.00;1801;1660873;1773;1871793.00;1755;2021731.00;1661;2037848.00
SE;280070;BREJO GRANDE;359;313524;529;443352;1081;790363.00;1071;1058442;1026;1215648.00;1142;1316748.00;1181;1525474.00
PA;150175;BREJO GRANDE DO ARAGUAIA;501;366123;750;499282;997;782830.00;894;876538;816;921180.00;993;1036447.00;1021;1312996.00
BA;290440;BREJOLÂNDIA;1130;792770;1421;1008925;1516;1204832.00;1478;1284220;1452;1492718.00;1430;1592493.00;1546;1783445.00
CE;230250;BREJO SANTO;3705;2882793;4548;3077432;5436;4127635.00;5193;4581289;5023;5276114.00;5747;6083037.00;6420;7621081.00
PA;150178;BREU BRANCO;1676;1440524;3211;2075900;3265;3122806.00;3273;3382166;3116;3936290.00;5193;5289538.00;5813;8068283.00
PA;150180;BREVES;5622;3813111;7026;5641753;7652;6579978.00;7194;7166273;6528;8110026.00;8719;10449439.00;10019;12229582.00
GO;520380;BRITÂNIA;32;4015;32;24180;88;32188.00;174;71704;204;136342.00;239;174524.00;353;251421.00
RS;430265;BROCHIER;136;47738;184;83463;172;96689.00;151;101967;134;116082.00;155;142465.00;177;164774.00
SP;350780;BRODOWSKI;350;167597;421;240391;510;311044.00;452;358521;407;404422.00;655;544110.00;711;676957.00
SP;350790;BROTAS;273;104519;333;182383;712;287127.00;547;328069;647;439766.00;772;578162.00;820;725666.00
BA;290450;BROTAS DE MACAÚBAS;1372;583197;1928;1338828;2115;1758998.00;2354;1994122;2027;2086258.00;2002;2243461.00;1899;2266121.00
MG;310900;BRUMADINHO;1120;600881;1387;1013792;1517;1116560.00;1458;1195916;1150;1306794.00;1751;1450522.00;1722;1767086.00
BA;290460;BRUMADO;4116;3341090;6163;3859613;6919;5188950.00;6586;5659676;6248;6450385.00;7089;7091909.00;7709;8832468.00
SC;420287;BRUNÓPOLIS;198;143070;232;183479;258;217607.00;280;252269;220;249380.00;260;256736.00;286;340834.00
SC;420290;BRUSQUE;589;247386;631;444595;763;517209.00;801;598381;626;678074.00;813;788633.00;795;680066.00
MG;310910;BUENO BRANDÃO;668;130009;596;375267;582;333066.00;608;443646;696;589986.00;854;751042.00;920;945660.00
MG;310920;BUENÓPOLIS;726;302192;831;639265;939;670841.00;936;746786;830;833514.00;897;865777.00;942;975783.00
PE;260270;BUENOS AIRES;890;530282;1416;808170;1835;1235652.00;1523;1424725;1725;1618086.00;1727;1815231.00;1716;1924494.00
BA;290470;BUERAREMA;876;206636;1672;907356;1823;1262565.00;2265;1539113;2191;2102702.00;2457;2465312.00;2367;2694103.00
MG;310925;BUGRE;336;105371;473;261477;471;293465.00;467;295435;443;326772.00;466;368034.00;475;425588.00
PE;260280;BUÍQUE;4789;2640164;5344;4359919;6307;5178635.00;6500;6135757;6927;7479342.00;7431;8619495.00;7315;9548298.00
AC;120013;BUJARI;182;144420;285;188438;712;479116.00;758;676864;787;887236.00;777;972227.00;749;977303.00
PA;150190;BUJARU;977;558797;1153;998842;1591;1268734.00;1928;1636164;2058;2452638.00;2738;3110364.00;3133;4365018.00
SP;350800;BURI;1045;416041;1201;965500;1417;1061957.00;1302;1187942;1134;1314674.00;1331;1452753.00;1354;1669979.00
SP;350810;BURITAMA;560;160683;599;306398;777;350131.00;780;428748;695;497362.00;766;611488.00;691;724942.00
MA;210220;BURITI;1891;1342787;2969;2168559;3973;3332295.00;3953;3872096;3704;4434063.00;3660;4758902.00;4076;5455479.00
GO;520390;BURITI ALEGRE;252;68443;281;151810;463;214587.00;424;276168;445;339814.00;426;376390.00;434;396427.00
MA;210230;BURITI BRAVO;1724;1502117;2957;1902036;3436;2949502.00;3492;3352644;3437;3946660.00;3329;4212568.00;3654;4716014.00
MA;210232;BURITICUPU;4367;4097273;4932;4129376;6118;4977688.00;5838;5679010;5364;6274448.00;7758;8683927.00;8196;10353583.00
GO;520393;BURITI DE GOIÁS;54;27235;258;82957;299;190384.00;256;208189;250;224470.00;267;284144.00;271;301977.00
PI;220200;BURITI DOS LOPES;950;706959;1370;955878;2412;1779703.00;2609;2330638;2483;2762732.00;2850;3100130.00;2847;3639571.00
PI;220202;BURITI DOS MONTES;753;472904;906;709105;1115;890414.00;1115;1009465;1093;1177901.00;1256;1346963.00;1247;1530670.00
TO;170380;BURITI DO TOCANTINS;570;356504;673;508237;806;588252.00;926;826503;848;986886.00;1231;1264396.00;1246;1626995.00
GO;520396;BURITINÓPOLIS;;;12;1975;331;140405.00;339;218735;335;316512.00;408;430389.00;423;513257.00
BA;290475;BURITIRAMA;2664;1677122;2676;2388791;2798;2420318.00;2760;2603812;2627;2969501.00;2886;3285430.00;3360;4192652.00
MA;210235;BURITIRANA;1139;910405;1202;1051452;1584;1224256.00;1761;1605569;2296;2247856.00;2373;2739423.00;2348;3013216.00
MG;310930;BURITIS;563;388816;1169;612598;1871;1328530.00;1844;1610310;1710;1864918.00;1993;2147155.00;2212;2758672.00
RO;110045;BURITIS;691;367929;897;600385;1705;1053932.00;1733;1493115;1675;1704351.00;3459;3104955.00;3349;3945483.00
SP;350820;BURITIZAL;87;29701;153;69665;142;85575.00;184;115084;161;156512.00;181;177215.00;156;183824.00
MG;310940;BURITIZEIRO;1720;1381451;2261;1556177;2711;1949918.00;2605;2245397;2463;2534796.00;2984;2906596.00;3194;3808662.00
RS;430270;BUTIÁ;666;418021;1076;594991;1323;890854.00;1266;1078239;798;1035552.00;1382;1230581.00;1320;1514341.00
AM;130083;CAAPIRANGA;358;254281;490;315535;658;489229.00;673;618362;657;750510.00;784;903648.00;845;1051880.00
PB;250300;CAAPORÃ;405;397769;1471;671148;2495;1704796.00;2401;2114277;2345;2472974.00;2360;2716899.00;2293;2902253.00
MS;500240;CAARAPÓ;304;288915;982;529331;1433;864217.00;1502;1109140;1419;1292625.00;1535;1506339.00;1698;1782302.00
BA;290480;CAATIBA;1145;632604;1168;904887;1117;798948.00;1235;973300;1273;1214430.00;1480;1455014.00;1597;1830203.00
PB;250310;CABACEIRAS;457;343364;520;421784;541;392683.00;562;487718;555;576602.00;622;636196.00;677;786434.00
BA;290485;CABACEIRAS DO PARAGUAÇU;1740;1542692;1938;1557395;2345;1977888.00;2340;2261101;2216;2540720.00;2350;2697437.00;2554;3271530.00
MG;310945;CABECEIRA GRANDE;529;163524;595;382719;638;423916.00;606;478433;525;525748.00;536;582761.00;629;626417.00
GO;520400;CABECEIRAS;85;67688;89;73389;444;219291.00;508;303433;556;402068.00;679;561463.00;734;817892.00
PI;220205;CABECEIRAS DO PIAUÍ;876;595957;1010;772621;1476;1100537.00;1462;1318027;1429;1531882.00;1567;1695458.00;1585;1918989.00
PB;250320;CABEDELO;1698;1061573;3298;1655665;3651;2612504.00;3649;2960844;3382;3470224.00;4604;4238527.00;4383;5259991.00
RO;110003;CABIXI;241;170426;102;117491;487;273216.00;582;432930;590;540850.00;532;624110.00;459;582048.00
PE;260290;CABO DE SANTO AGOSTINHO;12107;8082154;15233;10372631;20107;14002400.00;18171;14987764;16598;16251007.00;19484;18526012.00;19408;20756679.00
RJ;330070;CABO FRIO;1603;804640;3924;2121623;5760;3576481.00;5608;4358074;4930;4906034.00;10933;8274083.00;10567;11388548.00
MG;310950;CABO VERDE;440;261014;611;317470;654;428343.00;638;488861;588;518128.00;822;636729.00;769;699557.00
SP;350830;CABRÁLIA PAULISTA;208;82646;235;131087;251;141298.00;245;142897;208;148600.00;201;156204.00;221;177162.00
SP;350840;CABREÚVA;680;319563;843;552791;1010;608003.00;879;691604;819;769802.00;1154;1027646.00;1126;1200085.00
